topic,model,history,story,sentence,total_sequentiality,contextual_sequentiality,topic_sequentiality
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,4,3,5,1.3856667109898158,-52.25329077243805,-65.82051086425781
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,4,3,5,1.3725707190377372,-31.86083984375,-47.5625
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,6,3,5,1.4776965550013952,-28.0576171875,-45.904296875
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,6,3,5,1.4717508043561662,-22.306640625,-36.60546875
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,8,3,5,1.4776965550013952,-20.54736328125,-38.4580078125
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,8,3,5,1.4717508043561662,-77.91015625,-74.66015625
A short story titled 'The Boyfriend',openai-community/gpt2-xl,2,3,5,1.2153977614182692,-85.466796875,-100.259765625
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,2,3,5,1.1926645132211537,-47.6474609375,-56.591796875
A short story titled 'The Boyfriend',openai-community/gpt2-xl,4,3,5,1.2810152493990385,-40.55078125,-41.712890625
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,4,3,5,1.2078200120192308,-33.55517578125,-42.3515625
A short story titled 'The Boyfriend',openai-community/gpt2-xl,6,3,5,1.4446082481971154,-39.0135498046875,-53.57177734375
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,6,3,5,1.3532245342548077,-34.4501953125,-52.4921875
A short story titled 'The Boyfriend',openai-community/gpt2-xl,8,3,5,1.4446082481971154,-45.0078125,-48.89453125
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,8,3,5,1.3532245342548077,-47.083984375,-60.796875
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,2,3,5,1.3203917912074499,-44.5748291015625,-41.4713134765625
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,2,3,5,1.1726232256208147,-21.2578125,-32.453125
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,4,3,5,1.3798022951398576,-29.849609375,-40.96875
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,4,3,5,1.130788939339774,-29.736328125,-51.19140625
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,6,3,5,1.5226238795689173,-52.21053159236908,-69.03250885009766
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,6,3,5,1.263533455984933,-29.6829833984375,-48.462890625
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,8,3,5,1.5226238795689173,-27.767578125,-45.408203125
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,8,3,5,1.263533455984933,-22.072265625,-38.8515625
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,2,3,5,1.453315794467926,-20.6640625,-39.630859375
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,2,3,5,1.63272259916578,-81.505859375,-79.40234375
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,4,3,5,1.7052843911307198,-87.7685546875,-113.546875
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,4,3,5,2.093537909643991,-47.5810546875,-69.556640625
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,6,3,5,1.8196304866245814,-38.2880859375,-54.11279296875
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,6,3,5,2.198813898222787,-33.794921875,-47.8046875
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,8,3,5,1.8196304866245814,-40.044677734375,-62.68212890625
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,8,3,5,2.198813898222787,-33.55078125,-59.693359375
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,2,3,5,1.314828600202288,-43.34765625,-55.8046875
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,2,3,5,1.3956252506801061,-48.205078125,-67.890625
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,4,3,5,1.4612988063267298,-47.3316650390625,-42.791259765625
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,4,3,5,1.3772203581673759,-20.2421875,-34.890625
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,6,3,5,1.402555193219866,-29.7236328125,-40.94140625
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,6,3,5,1.3112884249005998,-29.6669921875,-52.974609375
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,8,3,5,1.402555193219866,-52.25329077243805,-65.82051086425781
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,8,3,5,1.3112884249005998,-29.9705810546875,-47.5625
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,2,3,6,1.3005183293269231,-28.0888671875,-45.904296875
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,2,3,6,1.27685546875,-21.8076171875,-36.60546875
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,4,3,6,1.4950420673076923,-20.98974609375,-38.4580078125
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,4,3,6,1.5803034855769231,-75.96484375,-74.66015625
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,6,3,6,1.2397836538461537,-85.5732421875,-100.259765625
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,6,3,6,1.3348858173076923,-46.705078125,-56.591796875
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,8,3,6,1.2397836538461537,-39.26171875,-41.712890625
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,8,3,6,1.3348858173076923,-33.93212890625,-42.3515625
A short story titled 'The Boyfriend',openai-community/gpt2-xl,2,3,6,1.0080378605769231,-39.15966796875,-53.57177734375
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,2,3,6,0.8167067307692307,-34.1484375,-52.4921875
A short story titled 'The Boyfriend',openai-community/gpt2-xl,4,3,6,1.3729717548076923,-44.03125,-48.89453125
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,4,3,6,1.3728215144230769,-48.259765625,-60.796875
A short story titled 'The Boyfriend',openai-community/gpt2-xl,6,3,6,1.3569711538461537,-44.5748291015625,-41.4713134765625
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,6,3,6,1.3704176682692308,-21.2578125,-32.453125
A short story titled 'The Boyfriend',openai-community/gpt2-xl,8,3,6,1.3569711538461537,-29.849609375,-40.96875
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,8,3,6,1.3704176682692308,-29.736328125,-51.19140625
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,2,3,6,0.9938401442307693,-52.21053159236908,-69.03250885009766
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,2,3,6,0.9215745192307693,-29.6829833984375,-48.462890625
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,4,3,6,0.9485426682692307,-27.767578125,-45.408203125
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,4,3,6,0.9246544471153846,-22.423828125,-38.8515625
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,6,3,6,1.0203200120192308,-20.619384765625,-39.630859375
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,6,3,6,1.0317007211538463,-80.921875,-79.40234375
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,8,3,6,1.0203200120192308,-88.1142578125,-113.546875
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,8,3,6,1.0317007211538463,-48.81640625,-69.556640625
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,2,3,6,1.1183143028846154,-38.2900390625,-54.11279296875
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,2,3,6,1.2263371394230769,-34.114013671875,-47.8046875
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,4,3,6,1.0723783052884615,-39.5670166015625,-62.68212890625
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,4,3,6,1.3239182692307692,-33.630859375,-59.693359375
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,6,3,6,1.0215219350961537,-37.75390625,-55.8046875
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,6,3,6,1.3494591346153846,-42.744140625,-67.890625
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,8,3,6,1.0215219350961537,-47.3316650390625,-42.791259765625
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,8,3,6,1.3494591346153846,-20.2421875,-34.890625
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,2,3,6,1.5537109375,-29.7236328125,-40.94140625
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,2,3,6,1.7586763822115385,-29.6669921875,-52.974609375
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,4,3,6,1.7726487379807692,-52.25329077243805,-65.82051086425781
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,4,3,6,2.2421499399038463,-29.9705810546875,-47.5625
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,6,3,6,1.5896935096153846,-28.0888671875,-45.904296875
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,6,3,6,2.136493389423077,-22.1455078125,-36.60546875
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,8,3,6,1.5896935096153846,-20.65478515625,-38.4580078125
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,8,3,6,2.136493389423077,-76.435546875,-74.66015625
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,2,3,7,1.5403076171875,-85.1591796875,-100.259765625
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,2,3,7,1.2388671875,-48.091796875,-56.591796875
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,4,3,7,1.67423095703125,-38.7138671875,-41.712890625
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,4,3,7,1.5403564453125,-34.37158203125,-42.3515625
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,6,3,7,1.660791015625,-38.7032470703125,-53.57177734375
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,6,3,7,1.637994384765625,-34.2529296875,-52.4921875
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,8,3,7,1.67333984375,-38.6953125,-48.89453125
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,8,3,7,1.687548828125,-43.3671875,-60.796875
A short story titled 'The Boyfriend',openai-community/gpt2-xl,2,3,7,1.630859375,-40.5623779296875,-41.623504638671875
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,2,3,7,1.4353298611111112,-18.82421875,-30.921875
A short story titled 'The Boyfriend',openai-community/gpt2-xl,4,3,7,1.8407118055555556,-30.712890625,-40.0859375
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,4,3,7,1.5887586805555556,-24.8232421875,-44.552734375
A short story titled 'The Boyfriend',openai-community/gpt2-xl,6,3,7,1.8643663194444444,-41.99890899658203,-54.72490310668945
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,6,3,7,1.6442057291666667,-30.353168487548828,-48.838653564453125
A short story titled 'The Boyfriend',openai-community/gpt2-xl,8,3,7,1.8253038194444444,-24.298828125,-37.21875
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,8,3,7,1.6066623263888888,-21.4635009765625,-38.306640625
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,2,3,7,1.68431396484375,-15.7802734375,-34.151611328125
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,2,3,7,1.3274169921875,-67.7421875,-74.828125
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,4,3,7,1.9495574951171875,-85.8203125,-105.76953125
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,4,3,7,1.648284912109375,-40.1669921875,-79.70166015625
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,6,3,7,1.9568435668945312,-27.599853515625,-52.54833984375
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,6,3,7,1.681402587890625,-26.22265625,-44.1015625
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,8,3,7,2.1127777099609375,-35.9400634765625,-69.7144775390625
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,8,3,7,1.7906982421875,-34.30078125,-52.9609375
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,2,3,7,1.6142578125,-41.76171875,-50.6484375
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,2,3,7,1.659814453125,-27.15234375,-56.630859375
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,4,3,7,1.3293701171875,-40.4228515625,-38.7158203125
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,4,3,7,1.379638671875,-18.921875,-30.859375
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,6,3,7,1.39691162109375,-31.62939453125,-38.71875
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,6,3,7,1.6217041015625,-24.451171875,-42.7158203125
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,8,3,7,1.32821044921875,-43.266075134277344,-53.95655059814453
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,8,3,7,1.65513916015625,-28.465492248535156,-44.88221740722656
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,2,3,7,1.0704345703125,-26.1953125,-38.17578125
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,2,3,7,1.21644287109375,-22.268798828125,-35.54296875
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,4,3,7,1.1340423583984376,-16.495361328125,-32.53515625
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,4,3,7,1.59754638671875,-63.4560546875,-61.1748046875
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,6,3,7,1.359051513671875,-82.078125,-86.259765625
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,6,3,7,2.041827392578125,-40.705078125,-53.951171875
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,8,3,7,1.25673828125,-31.85546875,-39.671630859375
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,8,3,7,1.93985595703125,-25.91943359375,-37.28125
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,2,3,8,1.1642127403846154,-34.837646484375,-55.0421142578125
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,2,3,8,1.7272761418269231,-34.22265625,-50.50390625
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,4,3,8,1.4164663461538463,-40.490234375,-42.1015625
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,4,3,8,1.8970477764423077,-27.6943359375,-49.86328125
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,6,3,8,1.4248234675480769,-40.5623779296875,-41.623504638671875
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,6,3,8,1.9140625,-18.82421875,-30.921875
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,8,3,8,1.4187199519230769,-30.712890625,-40.0859375
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,8,3,8,1.8944185697115385,-23.6953125,-44.552734375
A short story titled 'The Boyfriend',openai-community/gpt2-xl,2,3,8,1.4273681640625,-43.9423828125,-54.72490310668945
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,2,3,8,1.3612874348958333,-29.521421432495117,-48.838653564453125
A short story titled 'The Boyfriend',openai-community/gpt2-xl,4,3,8,1.6173095703125,-24.8876953125,-37.21875
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,4,3,8,1.4925537109375,-18.811065673828125,-38.306640625
A short story titled 'The Boyfriend',openai-community/gpt2-xl,6,3,8,1.58056640625,-17.56201171875,-34.151611328125
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,6,3,8,1.4556884765625,-69.111328125,-74.828125
A short story titled 'The Boyfriend',openai-community/gpt2-xl,8,3,8,1.58428955078125,-81.125,-105.76953125
