,topic,model,history,story,sentence,total_sequentiality,contextual_sequentiality,topic_sequentiality,story_type,absolute_sentence_idx,postview_importance,online_importance,Importance_Rater1_PostView,Importance_Rater2_PostView,Importance_Rater3_PostView,Importance_Rater4_PostView,Importance_Rater1_Online,Importance_Rater2_Online,Importance_Rater3_Online,Importance_Rater4_Online,avg_postview_importance,avg_online_importance
1303,A short story about a woman rapidly aging through her entire life,allenai/OLMo-2-1124-13B,8,2,14,1.6747408415141858,-35.8134765625,-49.533203125,clairvoyant,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333
1304,A short story titled 'The Record',meta-llama/Llama-3.1-8B-Instruct,2,2,14,1.15380859375,-15.875,-49.796875,naive,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333
1305,A short story about a woman rapidly aging through her entire life,meta-llama/Llama-3.1-8B-Instruct,2,2,14,1.198134572882401,-39.8531494140625,-70.2674560546875,clairvoyant,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333
1306,A short story titled 'The Record',meta-llama/Llama-3.1-8B-Instruct,4,2,14,1.4330629047594572,-55.04931640625,-61.34814453125,naive,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333
1307,A short story about a woman rapidly aging through her entire life,meta-llama/Llama-3.1-8B-Instruct,4,2,14,1.3372377094469572,-36.408203125,-38.4951171875,clairvoyant,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333
1308,A short story titled 'The Record',meta-llama/Llama-3.1-8B-Instruct,6,2,14,1.4011599892064144,-41.82172393798828,-53.45367431640625,naive,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333
1309,A short story about a woman rapidly aging through her entire life,meta-llama/Llama-3.1-8B-Instruct,6,2,14,1.257825349506579,-41.5,-56.634765625,clairvoyant,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333
1310,A short story titled 'The Record',meta-llama/Llama-3.1-8B-Instruct,8,2,14,1.461472360711349,-48.430564641952515,-74.57275390625,naive,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333
1311,A short story about a woman rapidly aging through her entire life,meta-llama/Llama-3.1-8B-Instruct,8,2,14,1.3032242624383223,-59.06640625,-85.1611328125,clairvoyant,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333
1312,A short story titled 'The Record',Qwen/Qwen2.5-7B-Instruct,2,2,14,1.3759046981209202,-66.9395751953125,-94.21014404296876,naive,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333
1313,A short story about a woman rapidly aging through her entire life,Qwen/Qwen2.5-7B-Instruct,2,2,14,1.6809467767414294,-91.3291015625,-100.23828125,clairvoyant,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333
1314,A short story titled 'The Record',Qwen/Qwen2.5-7B-Instruct,4,2,14,1.3366420394495917,-39.111328125,-38.60546875,naive,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333
1315,A short story about a woman rapidly aging through her entire life,Qwen/Qwen2.5-7B-Instruct,4,2,14,1.521230095311215,-11.5244140625,-36.41259765625,clairvoyant,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333
1316,A short story titled 'The Record',Qwen/Qwen2.5-7B-Instruct,6,2,14,1.5033093502647,-11.381591796875,-15.0283203125,naive,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333
1317,A short story about a woman rapidly aging through her entire life,Qwen/Qwen2.5-7B-Instruct,6,2,14,1.652455580861945,-21.41015625,-37.37890625,clairvoyant,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333
1318,A short story titled 'The Record',Qwen/Qwen2.5-7B-Instruct,8,2,14,1.3881129214638157,-19.2799072265625,-39.31512451171875,naive,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333
1319,A short story about a woman rapidly aging through her entire life,Qwen/Qwen2.5-7B-Instruct,8,2,14,1.566144441303454,-3.0126953125,-14.36181640625,clairvoyant,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333
1320,A short story titled 'The Record',SakanaAI/TinySwallow-1.5B-Instruct,2,2,15,0.8227982954545454,-82.79757690429688,-101.21194458007812,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1321,A short story about a woman rapidly aging through her entire life,SakanaAI/TinySwallow-1.5B-Instruct,2,2,15,1.2584339488636365,-38.1171875,-58.86328125,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1322,A short story titled 'The Record',SakanaAI/TinySwallow-1.5B-Instruct,4,2,15,1.1352095170454546,-17.06640625,-52.375,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1323,A short story about a woman rapidly aging through her entire life,SakanaAI/TinySwallow-1.5B-Instruct,4,2,15,1.5621004971590908,-40.20361328125,-84.8682861328125,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1324,A short story titled 'The Record',SakanaAI/TinySwallow-1.5B-Instruct,6,2,15,1.3242631392045454,-55.890869140625,-74.0703125,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1325,A short story about a woman rapidly aging through her entire life,SakanaAI/TinySwallow-1.5B-Instruct,6,2,15,1.693181818181818,-30.7890625,-41.67578125,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1326,A short story titled 'The Record',SakanaAI/TinySwallow-1.5B-Instruct,8,2,15,1.2989169034090908,-42.771942138671875,-53.080413818359375,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1327,A short story about a woman rapidly aging through her entire life,SakanaAI/TinySwallow-1.5B-Instruct,8,2,15,1.6696999289772727,-42.2666015625,-75.203125,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1328,A short story titled 'The Record',openai-community/gpt2-xl,2,2,15,0.8356711647727273,-47.59265089035034,-79.5306396484375,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1329,A short story about a woman rapidly aging through her entire life,openai-community/gpt2-xl,2,2,15,0.9779829545454546,-61.02587890625,-95.1474609375,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1330,A short story titled 'The Record',openai-community/gpt2-xl,4,2,15,1.0094992897727273,-65.35771179199219,-99.51683807373048,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1331,A short story about a woman rapidly aging through her entire life,openai-community/gpt2-xl,4,2,15,1.1522549715909092,-85.6337890625,-105.33349609375,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1332,A short story titled 'The Record',openai-community/gpt2-xl,6,2,15,1.1722301136363635,-38.9140625,-38.87109375,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1333,A short story about a woman rapidly aging through her entire life,openai-community/gpt2-xl,6,2,15,1.2951882102272727,-10.9326171875,-27.6455078125,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1334,A short story titled 'The Record',openai-community/gpt2-xl,8,2,15,1.2345969460227273,-11.6912841796875,-14.8828125,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1335,A short story about a woman rapidly aging through her entire life,openai-community/gpt2-xl,8,2,15,1.3291459517045454,-14.939453125,-17.671875,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1336,A short story titled 'The Record',allenai/OLMo-2-1124-13B,2,2,15,1.6222034801136365,-16.677978515625,-23.069061279296875,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1337,A short story about a woman rapidly aging through her entire life,allenai/OLMo-2-1124-13B,2,2,15,1.4225186434659092,-3.10986328125,-10.4736328125,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1338,A short story titled 'The Record',allenai/OLMo-2-1124-13B,4,2,15,1.6727627840909092,-79.5550537109375,-88.54042053222656,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1339,A short story about a woman rapidly aging through her entire life,allenai/OLMo-2-1124-13B,4,2,15,1.5194424715909092,-36.6865234375,-49.533203125,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1340,A short story titled 'The Record',allenai/OLMo-2-1124-13B,6,2,15,1.8602183948863635,-18.626953125,-49.796875,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1341,A short story about a woman rapidly aging through her entire life,allenai/OLMo-2-1124-13B,6,2,15,1.6059126420454546,-32.6995849609375,-70.2674560546875,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1342,A short story titled 'The Record',allenai/OLMo-2-1124-13B,8,2,15,1.8049094460227273,-55.4627685546875,-61.34814453125,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1343,A short story about a woman rapidly aging through her entire life,allenai/OLMo-2-1124-13B,8,2,15,1.5265891335227273,-36.61328125,-38.4951171875,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1344,A short story titled 'The Record',meta-llama/Llama-3.1-8B-Instruct,2,2,15,1.0464311079545454,-29.454505920410156,-53.45367431640625,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1345,A short story about a woman rapidly aging through her entire life,meta-llama/Llama-3.1-8B-Instruct,2,2,15,1.3194247159090908,-28.68170166015625,-56.634765625,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1346,A short story titled 'The Record',meta-llama/Llama-3.1-8B-Instruct,4,2,15,1.2585227272727273,-49.17655515670776,-74.57275390625,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1347,A short story about a woman rapidly aging through her entire life,meta-llama/Llama-3.1-8B-Instruct,4,2,15,1.5620561079545454,-57.943359375,-85.1611328125,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1348,A short story titled 'The Record',meta-llama/Llama-3.1-8B-Instruct,6,2,15,1.377618963068182,-67.88690185546875,-94.21014404296876,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1349,A short story about a woman rapidly aging through her entire life,meta-llama/Llama-3.1-8B-Instruct,6,2,15,1.6546519886363635,-79.280029296875,-100.23828125,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1350,A short story titled 'The Record',meta-llama/Llama-3.1-8B-Instruct,8,2,15,1.386896306818182,-39.111328125,-38.60546875,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1351,A short story about a woman rapidly aging through her entire life,meta-llama/Llama-3.1-8B-Instruct,8,2,15,1.6956898082386365,-11.5244140625,-36.41259765625,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1352,A short story titled 'The Record',Qwen/Qwen2.5-7B-Instruct,2,2,15,1.1861239346590908,-11.381591796875,-15.0283203125,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1353,A short story about a woman rapidly aging through her entire life,Qwen/Qwen2.5-7B-Instruct,2,2,15,1.5509810014204546,-22.03125,-37.37890625,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1354,A short story titled 'The Record',Qwen/Qwen2.5-7B-Instruct,4,2,15,1.2371715198863635,-16.2186279296875,-39.31512451171875,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1355,A short story about a woman rapidly aging through her entire life,Qwen/Qwen2.5-7B-Instruct,4,2,15,1.7263405539772727,-3.56982421875,-14.36181640625,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1356,A short story titled 'The Record',Qwen/Qwen2.5-7B-Instruct,6,2,15,1.6768022017045454,-80.09832763671875,-101.21194458007812,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1357,A short story about a woman rapidly aging through her entire life,Qwen/Qwen2.5-7B-Instruct,6,2,15,2.1620649857954546,-38.2490234375,-58.86328125,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1358,A short story titled 'The Record',Qwen/Qwen2.5-7B-Instruct,8,2,15,1.6442649147727273,-19.12890625,-52.375,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1359,A short story about a woman rapidly aging through her entire life,Qwen/Qwen2.5-7B-Instruct,8,2,15,2.063565340909091,-32.3994140625,-84.8682861328125,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667
1360,A short story titled 'The Record',SakanaAI/TinySwallow-1.5B-Instruct,2,2,16,0.9142241044477984,-59.22509765625,-74.0703125,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1361,A short story about a woman rapidly aging through her entire life,SakanaAI/TinySwallow-1.5B-Instruct,2,2,16,1.2031489285555752,-32.349609375,-41.67578125,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1362,A short story titled 'The Record',SakanaAI/TinySwallow-1.5B-Instruct,4,2,16,0.8515666614879261,-25.341094970703125,-53.080413818359375,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1363,A short story about a woman rapidly aging through her entire life,SakanaAI/TinySwallow-1.5B-Instruct,4,2,16,1.2481186606667258,-29.53668212890625,-75.203125,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1364,A short story titled 'The Record',SakanaAI/TinySwallow-1.5B-Instruct,6,2,16,0.867263447154652,-50.627267837524414,-79.5306396484375,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1365,A short story about a woman rapidly aging through her entire life,SakanaAI/TinySwallow-1.5B-Instruct,6,2,16,1.2878442244096235,-57.16796875,-95.1474609375,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1366,A short story titled 'The Record',SakanaAI/TinySwallow-1.5B-Instruct,8,2,16,0.8632503856312145,-69.00230407714844,-99.51683807373048,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1367,A short story about a woman rapidly aging through her entire life,SakanaAI/TinySwallow-1.5B-Instruct,8,2,16,1.2465267181396484,-79.112548828125,-105.33349609375,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1368,A short story titled 'The Record',openai-community/gpt2-xl,2,2,16,1.0580391261888586,-38.9140625,-38.87109375,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1369,A short story about a woman rapidly aging through her entire life,openai-community/gpt2-xl,2,2,16,0.9782449473505436,-10.9326171875,-27.6455078125,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1370,A short story titled 'The Record',openai-community/gpt2-xl,4,2,16,1.1329451851222827,-11.6912841796875,-14.8828125,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1371,A short story about a woman rapidly aging through her entire life,openai-community/gpt2-xl,4,2,16,1.0583217454993206,-14.939453125,-17.671875,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1372,A short story titled 'The Record',openai-community/gpt2-xl,6,2,16,1.1782624617866848,-16.677978515625,-23.069061279296875,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1373,A short story about a woman rapidly aging through her entire life,openai-community/gpt2-xl,6,2,16,1.121491805366848,-2.63720703125,-10.4736328125,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1374,A short story titled 'The Record',openai-community/gpt2-xl,8,2,16,1.1470522673233696,-68.58145141601562,-88.54042053222656,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1375,A short story about a woman rapidly aging through her entire life,openai-community/gpt2-xl,8,2,16,1.0913603409476902,-36.517578125,-49.533203125,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1376,A short story titled 'The Record',allenai/OLMo-2-1124-13B,2,2,16,1.1865345348011365,-14.5625,-49.796875,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1377,A short story about a woman rapidly aging through her entire life,allenai/OLMo-2-1124-13B,2,2,16,1.303705388849432,-32.3216552734375,-70.2674560546875,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1378,A short story titled 'The Record',allenai/OLMo-2-1124-13B,4,2,16,1.1349085027521306,-58.84033203125,-61.34814453125,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1379,A short story about a woman rapidly aging through her entire life,allenai/OLMo-2-1124-13B,4,2,16,1.3061273748224431,-38.484375,-38.4951171875,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1380,A short story titled 'The Record',allenai/OLMo-2-1124-13B,6,2,16,1.2745236483487217,-27.628568649291992,-53.45367431640625,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1381,A short story about a woman rapidly aging through her entire life,allenai/OLMo-2-1124-13B,6,2,16,1.3631893504749646,-27.51922607421875,-56.634765625,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1382,A short story titled 'The Record',allenai/OLMo-2-1124-13B,8,2,16,1.2204464999112217,-46.0098762512207,-74.57275390625,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1383,A short story about a woman rapidly aging through her entire life,allenai/OLMo-2-1124-13B,8,2,16,1.3371734619140625,-48.271484375,-85.1611328125,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1384,A short story titled 'The Record',meta-llama/Llama-3.1-8B-Instruct,2,2,16,0.5548813559792258,-67.66683959960938,-94.21014404296876,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1385,A short story about a woman rapidly aging through her entire life,meta-llama/Llama-3.1-8B-Instruct,2,2,16,1.0530594912442297,-76.906005859375,-100.23828125,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1386,A short story titled 'The Record',meta-llama/Llama-3.1-8B-Instruct,4,2,16,0.409221735867587,-39.111328125,-38.60546875,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1387,A short story about a woman rapidly aging through her entire life,meta-llama/Llama-3.1-8B-Instruct,4,2,16,1.0410281094637783,-11.5244140625,-36.41259765625,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1388,A short story titled 'The Record',meta-llama/Llama-3.1-8B-Instruct,6,2,16,0.5905092412775214,-11.381591796875,-15.0283203125,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1389,A short story about a woman rapidly aging through her entire life,meta-llama/Llama-3.1-8B-Instruct,6,2,16,1.1361860795454546,-22.03125,-37.37890625,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1390,A short story titled 'The Record',meta-llama/Llama-3.1-8B-Instruct,8,2,16,0.6092438697814941,-16.2186279296875,-39.31512451171875,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1391,A short story about a woman rapidly aging through her entire life,meta-llama/Llama-3.1-8B-Instruct,8,2,16,1.0996449210427024,-3.5087890625,-14.36181640625,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1392,A short story titled 'The Record',Qwen/Qwen2.5-7B-Instruct,2,2,16,1.2395713112571023,-68.06838989257812,-101.21194458007812,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1393,A short story about a woman rapidly aging through her entire life,Qwen/Qwen2.5-7B-Instruct,2,2,16,1.552687558260831,-36.9501953125,-58.86328125,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1394,A short story titled 'The Record',Qwen/Qwen2.5-7B-Instruct,4,2,16,1.1965110085227273,-16.9765625,-52.375,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1395,A short story about a woman rapidly aging through her entire life,Qwen/Qwen2.5-7B-Instruct,4,2,16,1.3870242725719104,-33.133056640625,-84.8682861328125,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1396,A short story titled 'The Record',Qwen/Qwen2.5-7B-Instruct,6,2,16,1.206513838334517,-59.392822265625,-74.0703125,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1397,A short story about a woman rapidly aging through her entire life,Qwen/Qwen2.5-7B-Instruct,6,2,16,1.409103046764027,-32.28515625,-41.67578125,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1398,A short story titled 'The Record',Qwen/Qwen2.5-7B-Instruct,8,2,16,1.1101310036399148,-25.059783935546875,-53.080413818359375,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1399,A short story about a woman rapidly aging through her entire life,Qwen/Qwen2.5-7B-Instruct,8,2,16,1.5152958956631748,-27.842529296875,-75.203125,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666
1400,A short story titled 'The Record',SakanaAI/TinySwallow-1.5B-Instruct,2,2,17,0.920625,-48.13398361206055,-79.5306396484375,naive,35,2.6666666666666665,,2.0,5.0,1.0,,,,,,2.6666666666666665,
